"id","name","family","base","material","spell","skill","difficulty","station","materials","existing icon"
"scroll.magicArrow","Scroll of Magic Arrow","scroll","scroll","bloodmoss","magicArrow","inscription","12","inscriptionDesk","bloodmoss x1","icons/abilities/magicArrow.webp"
"scroll.fireball","Scroll of Fireball","scroll","scroll","bloodmoss","fireball","inscription","35","inscriptionDesk","bloodmoss x1","icons/abilities/fireball.webp"
"scroll.iceShard","Scroll of Ice Shard","scroll","scroll","bloodmoss","iceShard","inscription","39","inscriptionDesk","bloodmoss x1","icons/abilities/iceShard.webp"
"scroll.blink","Scroll of Blink","scroll","scroll","bloodmoss","blink","inscription","48","inscriptionDesk","bloodmoss x2","icons/abilities/blink.webp"
"scroll.lightning","Scroll of Lightning","scroll","scroll","bloodmoss","lightning","inscription","53","inscriptionDesk","bloodmoss x2","icons/abilities/lightning.webp"
"scroll.manaShield","Scroll of Mana Shield","scroll","scroll","bloodmoss","manaShield","inscription","57","inscriptionDesk","bloodmoss x2","icons/abilities/manaShield.webp"
"scroll.frostNova","Scroll of Frost Nova","scroll","scroll","bloodmoss","frostNova","inscription","66","inscriptionDesk","bloodmoss x3","icons/abilities/frostNova.webp"
"scroll.chainLightning","Scroll of Chain Lightning","scroll","scroll","bloodmoss","chainLightning","inscription","75","inscriptionDesk","bloodmoss x3","icons/abilities/chainLightning.webp"
"scroll.meteor","Scroll of Meteor","scroll","scroll","bloodmoss","meteor","inscription","89","inscriptionDesk","bloodmoss x5","icons/abilities/meteor.webp"
"scroll.hex","Scroll of Hex","scroll","scroll","mandrake","hex","inscription","30","inscriptionDesk","mandrake x1","icons/abilities/hex.webp"
"scroll.eldritchBolt","Scroll of Eldritch Bolt","scroll","scroll","mandrake","eldritchBolt","inscription","39","inscriptionDesk","mandrake x1","icons/abilities/eldritchBolt.webp"
"scroll.stoneSkin","Scroll of Stone Skin","scroll","scroll","mandrake","stoneSkin","inscription","44","inscriptionDesk","mandrake x2","icons/abilities/stoneSkin.webp"
"scroll.ward","Scroll of Ward","scroll","scroll","mandrake","ward","inscription","57","inscriptionDesk","mandrake x3","icons/abilities/ward.webp"
"scroll.transmute","Scroll of Transmute","scroll","scroll","mandrake","transmute","inscription","62","inscriptionDesk","mandrake x2","icons/abilities/transmute.webp"
"scroll.spellPlague","Scroll of Spell Plague","scroll","scroll","mandrake","spellPlague","inscription","71","inscriptionDesk","mandrake x3","icons/abilities/spellPlague.webp"
"scroll.rift","Scroll of Rift","scroll","scroll","mandrake","rift","inscription","84","inscriptionDesk","mandrake x4","icons/abilities/rift.webp"
"scroll.lifeDrain","Scroll of Life Drain","scroll","scroll","nightshade","lifeDrain","inscription","30","inscriptionDesk","nightshade x1","icons/abilities/lifeDrain.webp"
"scroll.raiseSkeleton","Scroll of Raise Skeleton","scroll","scroll","nightshade","raiseSkeleton","inscription","39","inscriptionDesk","nightshade x2","icons/abilities/raiseSkeleton.webp"
"scroll.summonImp","Scroll of Summon Imp","scroll","scroll","nightshade","summonImp","inscription","48","inscriptionDesk","nightshade x2","icons/abilities/summonImp.webp"
"scroll.boneSpear","Scroll of Bone Spear","scroll","scroll","nightshade","boneSpear","inscription","53","inscriptionDesk","nightshade x2","icons/abilities/boneSpear.webp"
"scroll.fear","Scroll of Fear","scroll","scroll","nightshade","fear","inscription","57","inscriptionDesk","nightshade x2","icons/abilities/fear.webp"
"scroll.curseOfWeakness","Scroll of Curse of Weakness","scroll","scroll","nightshade","curseOfWeakness","inscription","57","inscriptionDesk","nightshade x2","icons/abilities/curseOfWeakness.webp"
"scroll.corpseExplosion","Scroll of Corpse Explosion","scroll","scroll","nightshade","corpseExplosion","inscription","66","inscriptionDesk","nightshade x2","icons/abilities/corpseExplosion.webp"
"scroll.summonHound","Scroll of Summon Hound","scroll","scroll","nightshade","summonHound","inscription","71","inscriptionDesk","nightshade x3","icons/abilities/summonHound.webp"
"scroll.lichForm","Scroll of Lich Form","scroll","scroll","nightshade","lichForm","inscription","89","inscriptionDesk","nightshade x5","icons/abilities/lichForm.webp"
"scroll.raiseChampion","Scroll of Raise Champion","scroll","scroll","nightshade","raiseChampion","inscription","95","inscriptionDesk","nightshade x6","icons/abilities/raiseChampion.webp"
"scroll.heal","Scroll of Heal","scroll","scroll","ginseng","heal","inscription","23","inscriptionDesk","ginseng x1","icons/abilities/heal.webp"
"scroll.cleanse","Scroll of Cleanse","scroll","scroll","ginseng","cleanse","inscription","37","inscriptionDesk","ginseng x2","icons/abilities/cleanse.webp"
"scroll.bless","Scroll of Bless","scroll","scroll","ginseng","bless","inscription","41","inscriptionDesk","ginseng x2","icons/abilities/bless.webp"
"scroll.consecrateWeapon","Scroll of Consecrate Weapon","scroll","scroll","ginseng","consecrateWeapon","inscription","46","inscriptionDesk","ginseng x2","icons/abilities/consecrateWeapon.webp"
"scroll.greaterHeal","Scroll of Greater Heal","scroll","scroll","ginseng","greaterHeal","inscription","50","inscriptionDesk","ginseng x3","icons/abilities/greaterHeal.webp"
"scroll.smite","Scroll of Smite","scroll","scroll","ginseng","smite","inscription","59","inscriptionDesk","ginseng x2","icons/abilities/smite.webp"
"scroll.sanctuary","Scroll of Sanctuary","scroll","scroll","ginseng","sanctuary","inscription","64","inscriptionDesk","ginseng x3","icons/abilities/sanctuary.webp"
"scroll.resurrect","Scroll of Resurrect","scroll","scroll","ginseng","resurrect","inscription","82","inscriptionDesk","ginseng x4","icons/abilities/resurrect.webp"
"scroll.layOnHands","Scroll of Lay on Hands","scroll","scroll","ginseng","layOnHands","inscription","86","inscriptionDesk","ginseng x5","icons/abilities/layOnHands.webp"
"meal.mushroom_stew","Mushroom stew","forageMeal","mushroom_stew","chanterelle","","cooking","13","kitchen","chanterelle x2; porcini x1; wild_garlic x1","icons/items/mushroom-stew.webp"
"meal.berry_preserve","Berry preserve","forageMeal","berry_preserve","blueberry","","cooking","12","kitchen","blueberry x3; raspberry x2; honey x1","icons/items/berry-preserve.webp"
"meal.nut_bread","Nut bread","forageMeal","nut_bread","nut","","cooking","8","kitchen","nut x3; hazelnut x2","icons/items/nut-bread.webp"
"meal.herb_salad","Herb salad","forageMeal","herb_salad","dandelion","","cooking","3","kitchen","dandelion x2; nettle x2; wild_garlic x1","icons/items/herb-salad.webp"
"meal.roast_chestnuts","Roast chestnuts","forageMeal","roast_chestnuts","nut","","cooking","4","kitchen","nut x4","icons/items/roast-chestnuts.webp"
"meal.honey_cake","Honey cake","forageMeal","honey_cake","honey","","cooking","19","kitchen","honey x2; nut x1; blueberry x1","icons/items/honey-cake.webp"
"meal.forest_broth","Forest broth","forageMeal","forest_broth","fiddlehead","","cooking","5","kitchen","fiddlehead x3; nettle x2","icons/items/forest-broth.webp"
"meal.rosehip_tea","Rosehip tea","forageMeal","rosehip_tea","rosehip","","cooking","11","kitchen","rosehip x3; honey x1","icons/items/rosehip-tea.webp"
"meal.strawberry_tart","Strawberry tart","forageMeal","strawberry_tart","wild_strawberry","","cooking","16","kitchen","wild_strawberry x4; honey x1; nut x1","icons/items/strawberry-tart.webp"
"meal.fig_and_honey","Figs in honey","forageMeal","fig_and_honey","fig","","cooking","14","kitchen","fig x3; honey x1","icons/items/figs-in-honey.webp"
"meal.ginger_broth","Ginger broth","forageMeal","ginger_broth","wild_ginger","","cooking","24","kitchen","wild_ginger x2; wild_garlic x1; nettle x1","icons/items/ginger-broth.webp"
"meal.bramble_jelly","Bramble jelly","forageMeal","bramble_jelly","blackberry","","cooking","13","kitchen","blackberry x4; honey x1","icons/items/bramble-jelly.webp"
"meal.lingon_relish","Lingonberry relish","forageMeal","lingon_relish","lingonberry","","cooking","5","kitchen","lingonberry x4; wild_garlic x1","icons/items/lingonberry-relish.webp"
"meal.oyster_grill","Grilled oyster mushrooms","forageMeal","oyster_grill","oyster_mushroom","","cooking","14","kitchen","oyster_mushroom x3; wild_garlic x1","icons/items/grilled-oyster-mushrooms.webp"
"meal.cacao_bar","Cacao bar","forageMeal","cacao_bar","cacao","","cooking","30","kitchen","cacao x2; honey x2","icons/items/cacao-bar.webp"
"potion.healing_draught","Healing draught","foragePotion","healing_draught","raspberry","","alchemy","17","alchemyTable","raspberry x2; honey x1","icons/items/healing-draught.webp"
"potion.antidote","Antidote","foragePotion","antidote","wild_garlic","","alchemy","14","alchemyTable","wild_garlic x3; nettle x1","icons/items/antidote.webp"
"potion.nightsight_draught","Draught of nightsight","foragePotion","nightsight_draught","blueberry","","alchemy","29","alchemyTable","blueberry x3; honey x1","icons/items/draught-of-nightsight.webp"
"potion.woodland_poison","Woodland poison","foragePotion","woodland_poison","fly_agaric","","poisoning","44","alchemyTable","fly_agaric x2; elderberry x1","icons/items/woodland-poison.webp"
"potion.mana_tonic","Mana tonic","foragePotion","mana_tonic","wild_ginger","","alchemy","40","alchemyTable","wild_ginger x2; morel x1","icons/items/mana-tonic.webp"
"potion.dandelion_tonic","Dandelion tonic","foragePotion","dandelion_tonic","dandelion","","alchemy","15","alchemyTable","dandelion x3; honey x1","icons/items/dandelion-tonic.webp"
"potion.draught_of_vigour","Draught of vigour","foragePotion","draught_of_vigour","rosehip","","alchemy","20","alchemyTable","rosehip x3; wild_strawberry x1","icons/items/draught-of-vigour.webp"
